_id,head,normalized_head
5214,ka0gi0bu2hiq0,kagibuhi
5215,ki0na0bu2hiq0,kinabuhi
5216,maŋ0gi0buhi0qan0,manggibuhian
5217,maŋ0gi0buhi0qun0,manggibuhiun
5218,ma0mu0mu0hiq1,mamumuhi
5219,ma0mu0mu2hiq0,mamumuhi
5220,bu0lu2hiq0,buluhi
5221,pa0mu0hiq1,pamuhi
5222,bu2hiq0,buhi
5223,bu0hiq1,buhi
5224,pa0ni0mu2hiq0,panimuhi
5225,bi0nu0hi2qan0,binuhian
5226,bi0nu0hi0qan1,binuhian
5227,bi0nuy2qan0,binuy-an
5228,ma0mu0mu0hiq1,mamumuhi
5229,pa0mu2hiq0,pamuhi
5230,tiŋ0pa0mu2hiq0,tingpamuhi
5231,bu0hi0la2man0,buhilaman
5232,bu0him2yu0,buhimyu
5233,bu0his1,buhis
5234,bu0lu0hi2san0,buluhisan
5235,bu0lu0hi0san1,buluhisan
5236,mag0bu0bu2his0,magbubuhis
5237,pa0mu0his1,pamuhis
5238,bu0hi2yas0,buhiyas
5239,bu0huq1,buhu
5240,bu0huq1,buhu
5241,bu2huq0,buhu
5242,bi0nuq2han0,binuhan
5243,bi0nu0hu2qan0,binuhuan
5244,bu0huk1,buhuk
5245,bu0huk0bu2huk0,buhukbuhuk
5246,bu0hu0kan1,buhukan
5247,bu0hu2kan0,buhukan
5248,Bu0hul1,buhul
5249,Bul0qa2nun0,bul-anun
5250,bu0hun0bu2hun0,buhunbuhun
5251,ka0bu0hun0bu2hun0,kabuhunbuhun
5252,bu0huŋ1,buhung
5253,ka0bu0huŋ1,kabuhung
5254,bu0hus1,buhus
5255,bu2hus0,buhus
5256,bu2hut0,buhut
5257,bu0ka1,buka
5259,bu2ka0,buka
5262,bu0ka0bu0lar2yu0,bukabularyu
5263,bu0kab0yir2ta0,bukabyirta
5264,bu0kab0yir2tu0,bukabyirtu
5265,bu0kad1,bukad
5268,bu2kad0,bukad
5269,bu2kad0,bukad
5270,bu0ka2du0,bukadu
5271,bu0kag1,bukag
5272,mag0bu0bu0kag1,magbubukag
5273,bu2kag0,bukag
5274,bu0ka0gay1,bukagay
5275,bu0kag2hay0,bukaghay
5276,bu0ka0ga2yun0,bukagayun
5277,bu0kag0ha2yun0,bukaghayun
5278,bu0kag2kag0,bukagkag
5279,bu0kaq2kaq0,bukaka
5280,bu0kal1,bukal
5281,bu2kal0,bukal
5284,bi0nu2kal0,binukal
5285,pi0na0bu2kal0,pinabukal
5286,bu2kal0,bukal
5287,bu0ka2na0,bukana
5288,bu0ka0ril2yu0,bukarilyu
5289,bu0kas1,bukas
5291,bu0kas1,bukas
5292,bu2kas0,bukas
5293,bu0kas2yun0,bukasyun
5294,bu0kas0yu0nal1,bukasyunal
5295,bu0ka0tut1,bukatut
5296,bu0ka0tut1,bukatut
5297,bu2kaw0,bukaw
5298,bu2kaw0,bukaw
5299,bu0kaw0bu0kaw1,bukawbukaw
5300,bu0ka2wi0,bukawi
5301,bu2kay0,bukay
5302,bu0ka2yuq0,bukayu
5303,buk2buk0,bukbuk
5304,buk2du0,bukdu
5305,buk2gay0,bukgay
5306,buk2had0,bukhad
5308,buk0ha2yuq0,bukhayu
5309,bu0ki1,buki
5310,bu2kiq0,buki
5312,bu2kid0,bukid
5314,hu0naq0hu2naq0,hunahuna
5315,pa0bu0kid1,pabukid
5316,bu0ki0ran1,bukiran
5317,ka0bu0ki2ran0,kabukiran
5318,ka0bu0ki2dan0,kabukidan
5319,ka0bu0ki2lan0,kabukilan
5320,ta0ga0bu2kid0,tagabukid
5321,bu0ki0run1,bukirun
5322,bu0kid2nun0,bukidnun
5323,bu0kiq2kiq0,bukiki
5324,bu0kil2ya0,bukilya
5325,bu0kiŋ1,buking
5327,bu0kiŋ2gan0,bukinggan
5328,bu0kis2kis0,bukiskis
5329,bu0kis2kis0,bukiskis
5330,bu0kis0ki0sun1,bukiskisun
5331,bu0kis0yu0nal1,bukisyunal
5332,bu0kit2kit0,bukitkit
5333,bu0kit2laq0,bukitla
5334,buk2lad0,buklad
5335,tiŋ0pa0muk2lad0,tingpamuklad
5336,buk2lad0,buklad
5337,ta0ga0buk2lad0,tagabuklad
5338,buk2las0,buklas
5339,buk2lat0,buklat
5340,buk2ni0,bukni
5341,buk2nul0,buknul
5342,buk0si0dur1,buksidur
5343,buk2siŋ0,buksing
5344,buk0si0ya0dur1,buksiyadur
5345,buk2tu0,buktu
5346,buk2tun0,buktun
5347,bi0nuk0tu0nan1,binuktunan
5348,buk2tut0,buktut
5349,bu0ku1,buku
5350,bu0ku1,buku
5351,bu0ku0bu0ku1,bukubuku
5352,bu0ku0bar1,bukubar
5353,bu0kuq0bu2kuq0,bukubuku
5354,bu2kud0,bukud
5355,bu0kug1,bukug
5357,ka0bu0but2qun0,kabubut-un
5361,hi0mu0kug1,himukug
5362,ka0bu0ku0gan1,kabukugan
5363,bu0kul1,bukul
5364,bu2kul0,bukul
5365,bu0kul0bu0kul1,bukulbukul
5366,pa0mu0kul1,pamukul
5367,bu2kuŋ0,bukung
5368,bu2kuŋ0,bukung
5369,pa0mu2kuŋ0,pamukung
5370,bu0kut1,bukut
5371,bu2kut0,bukut
5372,buk2was0,bukwas
5373,buk2way0,bukway
5374,buk2ya0,bukya
5375,buk0yaq0buk2yaq0,bukyabukya
5376,bul1,bul
5377,bu2la0,bula
5379,bu0la0bu2la0,bulabula
5380,bu0lan2dur0,bulandur
5381,bu2la0,bula
5382,bula0da0,bulada
5383,bu0lan2dur0,bulandur
5384,bu2la0,bula
5385,bula0da0,bulada
5386,bu2la0,bula
5387,bu0laq1,bula
5389,bul2qa0,bul-a
5390,bu0la2bid0,bulabid
5391,bu0la2buŋ0,bulabung
5392,bu0lad1,bulad
5393,bin2lad0,binlad
5394,bi0nu0lad1,binulad
5395,bu0la2da0,bulada
5396,bu0la2da0,bulada
5397,bu0la0dur1,buladur
5398,bu0lag1,bulag
5399,bu2lag0,bulag
5400,ha0mu0lag1,hamulag
5401,hi0mu0lag1,himulag
5402,bu0la0gaw1,bulagaw
5403,bu0lag2sak0,bulagsak
5404,bu0la2han0,bulahan
5405,ka0bu0laha0nan0,kabulahanan
5406,bu0la2han0,bulahan
5407,bu0la0hug1,bulahug
5408,bu2lak0,bulak
5409,ka0bu2lak0,kabulak
5410,bu0lak0bu2lak0,bulakbulak
5411,ka0bu0la0kay1,kabulakay
5412,bu0la0kan1,bulakan
5413,hi0mu0lak1,himulak
5414,ka0bula0kan0,kabulakan
5415,ma0bula0kun0,mabulakun
5416,tiŋ0pa0mu2lak0,tingpamulak
5417,bu0la2kaw0,bulakaw
5418,bu0lak2bul0,bulakbul
5419,bu0la0la0kaw1,bulalakaw
5420,bu0la0la2kaw0,bulalakaw
5421,bu0lal2hug0,bulalhug
5422,bu0la2lu0,bulalu
5423,bu0la2luq0,bulalu
5424,bu0la2luq0,bulalu
5425,bu0la2luŋ0,bulalung
5426,bu2lan0,bulan
5427,bu0lan1,bulan
5428,pa0bu0lan1,pabulan
5429,bi0nu0lan1,binulan
5430,bi0nu0la0nan1,binulanan
5431,bula0nun0,bulanun
5432,bu0lan0bu2lan0,bulanbulan
5433,bul2qan0,bul-an
5434,bu0lan2dus0,bulandus
5435,bu2laŋ0,bulang
5436,bu0laŋ1,bulang
5437,pa0mu2laŋ0,pamulang
5438,bu0la0ŋan1,bulangan
5439,qig0bu0bu0laŋ1,igbubulang
5440,qig0bu0lu0laŋ1,igbululang
5441,bu2laŋ0,bulang
5442,bu0laŋ2hug0,bulanghug
5443,bu0laŋ2huy0,bulanghuy
5444,bu0laŋ2laŋ0,bulanglang
5445,bu0laŋ2sud0,bulangsud
5446,bu0la0nit1,bulanit
5447,bu0la2nit0,bulanit
5448,bu0lan2sud0,bulansud
5449,bu0lan2ti0,bulanti
5451,bu0lan2tiŋ0,bulanting
5452,bu0lan2tis0,bulantis
5454,bu0la0rat1,bularat
5455,bu2las0,bulas
5456,hi0mu2las0,himulas
5457,paŋ0hi0mu2las0,panghimulas
5458,bu0la2sut0,bulasut
5459,bu0la2tik0,bulatik
5460,bu0lat0si2ra0,bulatsira
5461,bu0lat0si2ru0,bulatsiru
5462,bu0la0qus1,bulaus
5463,bu0la2qus0,bulaus
5464,bi0nu0la0qus1,binulaus
5465,bu0law1,bulaw
5466,bu0la2wan0,bulawan
5467,pa0mu0la2wan0,pamulawan
5468,bu0la0wa2nun0,bulawanun
5469,bu0la2wis0,bulawis
5470,bu0lay1,bulay
5471,bu0lay2qug0,bulay-ug
5472,bul2bug0,bulbug
5473,bul2bul0,bulbul
5474,hi0mul2bul0,himulbul
5476,bul2du0,buldu
5477,bul2dug0,buldug
5478,bul0du2sir0,buldusir
5479,quldyak0,buldyak
5480,bul2gan0,bulgan
5481,bul2gar0,bulgar
5482,bul2gar0,bulgar
5483,bul2haŋ0,bulhang
5484,bul2hay0,bulhay
5485,bul2hug0,bulhug
5486,bul2hun0,bulhun
5487,bul2hut0,bulhut
5488,Bul2hut0,bulhut!
5489,pa0bul2hut0,pabulhut
5490,bul0hu0tay1,bulhutay
5491,bu0li1,buli
5492,bu0liq1,buli
5495,bu0liq0bu0liq1,bulibuli
5496,bu0li0bar1,bulibard
5497,bu0li2bud0,bulibud
5498,bu0li0bul1,bulibul
5499,bu0li2bul0,bulibul
5500,bu0li2buy0,bulibuy
5501,bu0libu0yan0,bulibuyan
5502,bu2lig0,bulig
5503,ka0bu2lig0,kabulig
5504,bu2lig0,bulig
5505,paŋ0hi0mu2lig0,panghimulig
5506,hi0mu2lig0,himulig
5507,bu0li2kat0,bulikat
5508,bu0li2lis0,bulilis
5509,bu0li0lit1,bulilit
5510,bu0lil2yus0,bulilyus
5511,bu0li0ma2nu0,bulimanu
5512,bu0li0naw1,bulinaw
5514,bu0liŋ1,buling
5515,bu0li0ŋun1,bulingun
5516,bu0li0ŋit1,bulingit
5517,bu0li0ŋut1,bulingut
5518,bu2liŋ0,buling
5519,bu0li0ŋan1,bulingan
5520,bu0li0ŋa1,bulinga
5521,bu0liŋ2git0,bulinggit
5522,bu0li0ŋit1,bulingit
5523,bu0li0ŋut1,bulingut
5524,bu0li0ni2yu0,buliniyu
5525,bu0lin2taŋ0,bulintang
5526,bu0li2raw0,buliraw
5527,bu0li2riŋ0,buliring
5528,bu0li2ru0,buliru
5529,bu2lis0,bulis
5530,bu0lis2kad0,buliskad
5531,bu2lit0,bulit
5532,bu0lit1,bulit
5533,bu2lit0,bulit
5534,bu0li2tas0,bulitas
5535,bu0li0tik1,bulitik
5536,bu0li0tin1,bulitin
5539,bu0lit2si0,bulitsi
5540,bu0li2yus0,buliyus
5541,bul2kan0,bulkan
5542,bul2kas0,bulkas
5543,bul2pin0,bulpin
5544,bul2sa0,bulsa
5546,bul0sa2han0,bulsahan
5547,qulsqay0,buls-ay
5548,bul0si2ta0,bulsita
5549,bul1,bult
5551,bul0ta2hi0,bultahi
5552,bul0ti0mit2ru0,bultimitru
5553,bul2tu0,bultu
5554,bi0nul2tu0,binultu
5555,bu2lu0,bulu
5556,bu2lu0,bulu
5557,bu2luq0,bulu
5559,bu2luq0,bulu
5560,bu0lu2bud0,bulubud
5561,bu2luq0,bulu
5562,bu0luq0bu0luq1,bulubulu
5563,bu2lud0,bulud
5564,bu0lug1,bulug
5565,pa0mu0lug1,pamulug
5566,bu0lu0gan1,bulugan
5567,bu0lu2gan0,bulugan
5568,bu0lug1,bulug
5569,bu0lug1,bulug
5570,bu0lug1,bulug
5571,bul2qug0,bul-ug
5572,ma0bul0qu2gan0,mabul-ugan
5573,bu0lu2gan0,bulugan
5574,bu0luk1,buluk
5575,bu0luk1,buluk
5576,bu0luk1,buluk
5577,bu0luk1,buluk
5578,bu2luk0,buluk
5579,bu0luk0bu0luk1,bulukbuluk
5580,bu0lu2kut0,bulukut
5581,bu0luŋ1,bulung
5582,bu2luŋ0,bulung
5583,mag0bu0bu0luŋ1,magbubulung
5584,bu2luŋ0,bulung
5585,bu2luŋ0,bulung
5586,hi0bu2luŋ0,hibulung
5587,ka0bu2luŋ0,kabulung
5588,ka0hi0bud2ŋan0,kahibudngan
5589,ka0hi0bud0ŋa2nun0,kahibudnganun
5590,ka0hi0bulu0ŋan0,kahibulungan
5591,ma0hi0bud0ŋa2nun0,mahibudnganun
5592,bu2luŋ0,bulung
5593,bu2luŋ0,bulung
5594,bu0lu2ŋan0,bulungan
5595,bu0lu0ni2yu0,buluniyu
5596,bu0lun1,buluntad
5597,bu0lun1,buluntar
5598,bu0tǎr0yu0,buluntaryu
5599,bu0lun1,buluntir
5600,bu0lus1,bulus
5601,bu0lus1,bulus
5602,bu0lut1,bulut
5603,bu0lu0qu0ŋun1,buluungun
5604,bu2luy0,buluy
5605,bul2waŋ0,bulwang
5606,ka0bul2waŋ0,kabulwang
5607,bul2waŋ0,bulwang
5608,bul2yum0,bulyum
5609,bum1,bum
5610,bum2ba0,bumba
5611,ma0mu0mum2ba0,mamumumba
5612,qig0bu0bum2ba0,igbubumba
5613,bum2ba0,bumba
5614,di0bum2ba0,dibumba
5616,bum0bi2ra0,bumbira
5617,bum0bi2ru0,bumbiru
5618,bum0bi0ru0han1,bumbiruhan
5619,bum0bar0di2yu0,bumbardiyu
5620,bum2bay0,bumbay
5622,bi0num2bay0,binumbay
5623,bum2bil0,bumbil
5624,bum0bil2ya0,bumbilya
5625,bum2bu0,bumbu
5626,bu0na1,buna
5627,bu0na0bu2na0,bunabuna
5628,bun2qag0,bun-ag
5629,bu2nak0,bunak
5630,bu0na0kan1,bunakan
5631,bu0na0kun1,bunakun
5632,bu2nal0,bunal
5634,bu0nal1,bunal
5635,bu2naw0,bunaw
5636,bu0na2yus0,bunayus
5637,bun2bun0,bunbun
5638,pa0mun2bun0,pamunbun
5640,bun2dak0,bundak
5642,bun2duq0,bundu
5643,bun2dul0,bundul
5644,buŋ1,bung
5645,bu2ŋa0,bunga
5649,hi0mu2ŋa0,himunga
5650,hi0mu0ŋa2qun0,himungaun
5651,hi0mu0ŋa2hun0,himungahun
5652,ma0bu0ŋa2hun0,mabungahun
5653,tiŋ0bu0ŋa1,tingbunga
5654,bu2ŋa0,bunga
5656,bu0ŋa0buŋ1,bungabung
5657,bu0ŋa2buŋ0,bungabung
5658,bu0ŋaq0bu0ŋaq1,bungabunga
5659,bu2ŋad0,bungad
5660,bu0ŋag1,bungag
5661,bu0ŋa2huy0,bungahuy
5662,bu0ŋa2lun0,bungalun
5663,bu2ŋan0,bungan
5664,bu0ŋa2ŋa0,bunganga
5665,bu0ŋa0rul1,bungarul
5666,bu0ŋat1,bungat
5667,bu0ŋat2ŋat0,bungatngat
5668,bu0ŋa2tud0,bungatud
5669,bu0ŋaw1,bungaw
5670,buŋ2qaw0,bung-aw
5671,bu0ŋa2wu0,bungawu
5672,bu0ŋa2wuy0,bungawuy
5673,bu0ŋay1,bungay
5674,buŋ2buŋ0,bungbung
5675,pa0muŋ2buŋ0,pamungbung
5676,buŋ2buŋ0,bungbung
5678,buŋ2duq0,bungdu
5679,buŋ0du0qun1,bungduun
5680,buŋ2duq0,bungdu
5681,buŋ2dul0,bungdul
5682,buŋ0ga0lu1,bunggalu
5683,buŋ2gu0,bunggu
5684,buŋ2guq0,bunggu
5685,buŋ2han0,bunghan
5686,buŋ0ha2yag0,bunghayag
5687,buŋ2hug0,bunghug
5688,bu0ŋiq1,bungi
5689,bu2ŋiq0,bungi
5690,bu0ŋi2ŋi0,bungingi
5691,bu0ŋiq2ŋiq0,bungingi
5692,bu0ŋis2ŋis0,bungisngis
5693,bu0ŋi0qut1,bungiut
5694,bu0ŋi2qut0,bungiut
5695,buŋ2kag0,bungkag
5696,buŋ0ka0gay1,bungkagay
5697,buŋ2kal0,bungkal
5698,buŋ0ka0liw1,bungkaliw
5699,buŋ2kas0,bungkas
5700,buŋ0ka0wil1,bungkawil
5701,buŋ2kig0,bungkig
5702,buŋ2kug0,bungkug
5703,buŋ2kul0,bungkul
5704,buŋ2kut0,bungkut
5705,buŋ2lay0,bunglay
5706,buŋ0la0yun1,bunglayun
5707,buŋ2siq0,bungsi
5708,buŋ2sud0,bungsud
5709,buŋ0su0ran1,bungsuran
5710,buŋ0su0ra2nan0,bungsuranan
5711,bi0nuŋ0su2ran0,binungsuran
5712,buŋ2tud0,bungtud
5713,hi0muŋ2tud0,himungtud
5714,ka0buŋ0tu2ran0,kabungturan
5715,bu2ŋug0,bungug
5716,bu0ŋug1,bungug
5717,bu0ŋu0gun1,bungugun
5718,bu0ŋul1,bungul
5722,bu2ŋul0,bungul
5723,bu0ŋul1,bungul
5724,pa0mu0ŋul1,pamungul
5725,bu0ŋul1,bungul
5726,bu0ŋu0lan1,bungulan
5727,bu0ŋu2lan0,bungulan
5728,bu2ŋun0,bungun
5729,bu2ŋut0,bungut
5730,pa0bu2ŋut0,pabungut
5731,hi0mu2ŋut0,himungut
5732,paŋ0hi0mu2ŋut0,panghimungut
5733,bu0ŋut0bu0ŋut1,bungutbungut
5734,bu0ŋut0bu2ŋut0,bungutbungut
5735,buŋu0tan0,bungutan
5736,buŋ2tan0,bungtan
5737,bu0ŋu0tun1,bungutun
5738,bu0ŋut0bu0ŋu0tun1,bungutbungutun
5739,bu0ŋuy1,bunguy
5740,bun0ha0yag1,bunhayag
5741,bun2huk0,bunhuk
5742,bun0hu0kun1,bunhukun
5744,bu2ni0,buni
5745,bun2qi0,bun-i
5746,bu0ni2ta0,bunita
5747,bu0ni2tu0,bunitu
5748,bun0ka0wil1,bunkawil
5749,bun2kul0,bunkul
5750,bun2law0,bunlaw
5751,bun2lay0,bunlay
5752,bun2lud0,bunlud
5753,bun2lut0,bunlut
5755,bun0sa2kaq0,bunsaka
5756,bun0si2kaq0,bunsika
5757,bun0sa2luq0,bunsalu
5758,bun2suq0,bunsu
5759,bun2sud0,bunsud
5760,bun0sud0bun2sud0,bunsudbunsud
5761,bun2tag0,buntag
5762,pa0bun2tag0,pabuntag
5763,pa0ka0bun2tag0,pakabuntag
5764,bun0tag0bun2tag0,buntagbuntag
5765,bu0lu0bun2tag0,bulubuntag
5766,ka0bun0ta2gun0,kabuntagun
5767,bun0ta0gun1,buntagun
5768,bun2tal0,buntal
5769,bun2tas0,buntas
5770,bun0ta0qug1,buntaug
5771,bun2taw0,buntaw
5772,pa0mun2taw0,pamuntaw
5773,bun2tay0,buntay
5774,bun2tis0,buntis
5775,bun2tis0,buntis
5776,bun2tud0,buntud
5777,bun2tug0,buntug
5778,hi0mun2tug0,himuntug
5779,bun0tu0gun1,buntugun
5780,bun2tug0,buntug
5781,pa0mun2tug0,pamuntug
5782,bun0tu0gun1,buntugun
5783,bun2tug0,buntug
5784,bun0tu2gun0,buntugun
5785,bun2tul0,buntul
5786,bun2tul0,buntul
5787,bun2tul0,buntul
5788,pa0bun2tul0,pabuntul
5789,bun2tuŋ0,buntung
5790,bu0nuq1,bunu
5791,bu2nuq0,bunu
5792,bunu0qan0,bunuan
5793,ma0mu0mu2nuq0,mamumunu
5794,pa0la0mu2nuq0,palamunu
5795,ta0la0mu2nuq0,talamunu
5796,ta0li0mu2nuq0,talimunu
5797,bu0nuq1,bunu
5798,bun2qu0,bun-u
5799,pa0mun2qu0,pamun-u
5800,bu2nug0,bunug
5801,bu0nug0bu2nug0,bunugbunug
5802,bun2qug0,bun-ug
5805,ma0mu0mun2qug0,mamumun-ug
5806,bun2qug0,bun-ug
5807,bu2nuk0,bunuk
5808,bu2nul0,bunul
5809,bu0nul1,bunul
5810,bu0nu0lun1,bunulun
5811,bu2nus0,bunus
5812,bu0nu0san1,bunusan
5813,bu2nus0,bunus
5814,bu2nus0,bunus
5815,bu0nut1,bunut
5816,bu2nut0,bunut
5821,bun2yag0,bunyag
5822,bun0ya2gan0,bunyagan
5823,bun0ya0gan1,bunyagan
5824,bi0nun0ya2gan0,binunyagan
5825,ma0mu0mun2yag0,mamumunyag
5826,bun2yun0,bunyun
5827,bu0pan2da0,bupanda
5828,bu0pi2ti0,bupiti
5829,bu0ra2bug0,burabug
5830,bu0ra2bug0,burabug
5831,bu0ra0dur1,buradur
5832,bu0rak1,burak
5833,bu0rak0bu0rak1,burakburak
5834,bu0ra0raq1,burara
5835,bu0ras2ka0,buraska
5836,bu0raw1,buraw
5837,bu0ray0bu2ray0,burayburay
5838,bur1,burd
5839,bur2dir0,burdir
5841,bur1,burd
5842,bur2da0,burda
5843,bi0nur2da0,binurda
5844,bi0nur0da2han0,binurdahan
5845,bur0da0du1,burdadu
5846,bur0da0dur1,burdadur
5847,bur0da0di2ra0,burdadira
5848,bur2dag0,burdag
5849,bur0da2hi0,burdahi
5850,bu0lu0bur0da2hi0,buluburdahi
5852,bur2du0,burdu
5853,bur2dug0,burdug
5854,bur2dun0,burdun
5855,bur0ga0huy1,burgahuy
5856,bur2gis0,burgis
5857,bu0ri2du0,buridu
5858,bu0ril2yus0,burilyus
5859,bu0ri0ŋug1,buringug
5860,bu0ri0ŋut1,buringut
5861,bu0ri2riŋ0,buriring
5862,bu0ris2kas0,buriskas
5863,bu2rit0,burit
5864,bur2las0,burlas
5865,bur2lis0,burlis
5866,bur2nay0,burnay
5868,bur2nir0,burnir
5869,bur0ni0yu1,burniyu
5870,bur2sa0,bursa
5871,bur0si0gi1,bursigi
5872,bu2ru0,buru
5873,bi0nu2ru0,binuru
5874,bu2ru0,buru
5875,bu0rud1,burud
5876,bu0ru2ka0,buruka
5877,bu0ruk0bu0ruk1,burukburuk
5878,bu0ru0kin2ta0,burukinta
5879,bu0ru0kin2tu0,burukintu
5880,bu0rul1,burul
5881,bu0rul1,burul
5882,bu2rul0,burul
5883,bu0run2da0,burunda
5884,bu0ruŋ1,burung
5885,bu0ru0ni2yu0,buruniyu
5886,bu0rus1,burus
5888,bu2rut0,burut
5889,pa0bu2rut0,paburut
5890,bu0rut0bu0rut1,burutburut
5891,bu0ru2was0,buruwas
5892,bu2ruy0,buruy
5893,bus1,bus
5894,bus1,bus
5895,bus1,bus
5896,bus1,bus
5897,bus1,bus
5898,bu2sa0,busa
5899,bu2saq0,busa
5900,bu0sa0gak1,busagak
5901,bu0sa2gak0,busagak
5902,bu0sak1,busak
5903,bu2sak0,busak
5904,hi0mu2sak0,himusak
5905,bu0sal1,busal
5906,bu0sa0qug1,busaug
5907,bu2saw0,busaw
5908,bu2saw0,busaw
5909,bus2qaw0,bus-aw
5910,bu0sa2wus0,busawus
5911,bu0say1,busay
5912,bus2bus0,busbus
5913,pa0mus2bus0,pamusbus
5914,bus2bus0,busbus
5915,bus2dak0,busdak
5916,bus2dik0,busdik
5917,bus2duq0,busdu
5918,bu2si0,busi
5919,bu0si2qad0,busiad
5920,bu0si2kad0,busikad
5921,bu0si0kad1,busikad
5922,bu0si2lak0,busilak
5923,bu0si2na0,busina
5924,bu2siŋ0,busing
5925,na0bu2siŋ0,nabusing
5926,gi0bu2siŋ0,gibusing
5927,bu0siŋ2qut0,busing-ut
5928,bu0si2ru0,busiru
5929,bu0siq2siq0,busisi
5930,bu0siq0si2ru0,busisiru
5931,bus2kad0,buskad
5933,bus0ka0di2ra0,buskadira
5934,bus2kad0,buskad
5935,bus2kag0,buskag
5936,bus2la0,busla
5937,bus0la0hay1,buslahay
5938,bus2luŋ0,buslung
5939,bus2lut0,buslut
5942,bus1,buslut
5944,pa0mus2lut0,pamuslut
5945,bus2ŋal0,busngal
5946,bus2ŋiq0,busngi
5947,bus0ti0pul1,bustipul
5948,bus2tu0,bustu
5949,bu2su0,busu
5950,bu0si2ru0,busiru
5951,bu0sug1,busug
5953,ka0bu0lus2gun0,kabulusgun
5954,bu0sug1,busug
5955,bu0su0gan1,busugan
5956,bu2sug0,busug
5957,bus2quk0,bus-uk
5958,ka0bus2quk0,kabus-uk
5959,bu0sun1,busun
5960,bu2suŋ0,busung
5961,bus2wak0,buswak
5962,bus2waŋ0,buswang
5963,bus2wat0,buswat
5964,bus2yad0,busyad
5965,bus2yu0,busyu
5966,but1,but
5967,bu2ta0,buta
5968,bu0ta1,buta
5970,pa0ka0bu2ta0,pakabuta
5971,bi0nu0ta1,binuta
5972,bu0ta0bu2ta0,butabuta
5973,bu0ta0bu0ta1,butabuta
5974,bu2tad0,butad
5975,bu0ta2ka0,butaka
5976,bu0ta0kal1,butakal
5978,pa0mu0ta0kal1,pamutakal
5979,bi0nu0ta0kal1,binutakal
5980,hi0mu0ta2kal0,himutakal
5981,bu0tal2hag0,butalhag
5982,bu0ta0lid1,butalid
5983,bu0ta2lid0,butalid
5984,bu0tal2tal0,butaltal
5985,bu0ta0luq1,butalu
5986,bu0taŋ1,butang
5988,na2tuq0,natu
5990,bu0taŋ0bu0taŋ1,butangbutang
5991,pa0mu0taŋ1,pamutang
5992,hi0mu0taŋ1,himutang
5993,ha0mu0taŋ1,hamutang
5994,hi0mu2taŋ0,himutang
5995,ha0mu2taŋ0,hamutang
5996,pa0hi0mu2taŋ0,pahimutang
5997,pa0ha0mu2taŋ0,pahamutang
5998,pa0ham2taŋ0,pahamtang
5999,bu0ta0ŋi2ru0,butangiru
6000,ka0bu0taŋ1,kabutang
6001,ka0him2taŋ0,kahimtang
6002,pag0ka0bu0taŋ1,pagkabutang
6004,bu0taŋ1,butang
6006,kab2taŋ0,kabtang
6007,kab0ta2ŋan0,kabtangan
6008,pag0ka0bu0taŋ1,pagkabutang
6009,bu0ta0ni0ka1,butanika
6010,bu0ta0ni0ku1,butaniku
6011,bu0tan2ti0,butanti
6012,bu0tar1,butar
6013,bu2tas0,butas
6015,bu2tas0,butas
6016,bu0ta0si0yun1,butasiyun
6017,bu0tay1,butay
6018,bu0tay1,butay
6019,bu0tay2qad0,butay-ad
6020,but2but0,butbut
6023,pa0mut2but0,pamutbut
6024,but0bu0tun1,butbutun
6025,but2but0,butbut
6026,but2but0,butbut
6027,but2huq0,buthu
6028,bu0ti1,buti
6029,bu0ti0hun1,butihun
6030,bu2ti0,buti
6031,bu2ti0,buti
6032,bu0ti2but0,butibut
6033,bu0tig1,butig
6034,bu0tig1,butig
6035,bu0ti2gis0,butigis
6036,bu0ti2ka0,butika
6037,bu0ti0kar2yu0,butikaryu
6038,bu0ti2kug0,butikug
6039,bu0ti2kul0,butikul
6040,bu0tiku0lun0,butikulun
6041,bu2til0,butil
6042,pag0ka0bu0til1,pagkabutil
6043,ka0bu0ti0lun1,kabutilun
6044,bu0ti0lus1,butilus
6045,bu0til2ya0,butilya
6046,bi0nu0til2ya0,binutilya
6047,bu2tiŋ0,buting
6048,bu0tiŋ2tiŋ0,butingting
6049,pa0mu0tiŋ2tiŋ0,pamutingting
6050,bu0ti2rik0,butirik
6051,bu0ti0rus1,butirus
6052,bu0ti2ti0,butiti
6053,pa0mu0ti2ti0,pamutiti
6054,but2ku0,butku
6055,but2kun0,butkun
6056,but2lig0,butlig
6057,but2lug0,butlug
6058,but0sa2ka0,butsaka
6059,but2si0,butsi
6060,but2siŋ0,butsing
6061,but2sir0,butsir
6062,but2su0,butsu
6063,but0su0kuy1,butsukuy
6064,bu0tu1,butu
6065,pa0bu0tu1,pabutu
6066,pa0mu0tu1,pamutu
6067,but0ha0nan1,buthanan
6068,bu0tu1,butu
6069,bu2tu0,butu
6070,bu2tuq0,butu
6073,bu0tuq1,butu
6074,hi0bu2tuq0,hibutu
6075,hi0mu2tuq0,himutu
6076,bu0tuq0bu2tuq0,butubutu
6077,bu0tuq0bu2tuq0,butubutu
6078,bu2tud0,butud
6079,bu0tud1,butud
6080,but0da2nun0,butdanun
6081,bu0tuk1,butuk
6082,bu0tuk1,butuk
6083,bu0tuk0bu0tuk1,butukbutuk
6084,bu2tuk0,butuk
6085,bu0tuk0bu0tuk1,butukbutuk
6086,bi0nu2tuk0,binutuk
6087,but2quk0,but-uk
