head,modified_head
tíŋkuq,tíŋ2kuq0
tiŋkubúq,tiŋ0ku0búq1
tíŋkuy,tíŋ2kuy0
tíŋsiq,tíŋ2siq0
hitíŋsiq,hi0tíŋ2siq0
hatíŋsiq,ha0tíŋ2siq0
tiŋsían,tiŋ0sí2qan0
tíŋtiŋ,tíŋ2tiŋ0
tiŋúb,ti0ŋúb1
tiŋbanán,tiŋ0ba0nán1
katilíŋban,ka0ti0líŋ2ban0
katiliŋbánun,ka0ti0liŋ0bá2nun0
tiniŋúb,ti0ni0ŋúb1
tiŋbanáy,tiŋ0ba0náy1
tíŋud,tí2ŋud0
tíŋug,tí2ŋug0
patíŋug,pa0tí2ŋug0
tiŋganáy,tiŋ0ga0náy1
paníŋug,pa0ní2ŋug0
tiŋúhaq,ti0ŋú2haq0
paniŋúhaq,pa0ni0ŋú2haq0
tiŋusbáwan,ti0ŋus0bá2wan0
tiníblas,ti0níb2las0
tinidúr,ti0ni0dúr1
tinidúr,ti0ni0dúr1
tinqídyir,tin0qíd2yir0
tinínti,ti0nín2ti0
tinínti,ti0nín2ti0
tinír,ti0nír1
tínir,tí2nir0
tínis,tí2nis0
tinisán,ti0ni0sán1
tinrawúndir,tin0ra0wún2dir0
tinsiyún,tin0si0yún1
tíntaq,tín2taq0
núkus,nú2kus0
tamaláq,ta0ma0láq1
étc.,0
tintíru,tin0tí2ru0
tintiruhán,tin0ti0ru0hán1
tintirúhan,tin0ti0rú2han0
tíntal,tín2tal0
maniníntal,ma0ni0nín2tal0
matintalún,ma0tin0ta0lún1
tintasiyún,tin0ta0si0yún1
tíntin,tín2tin0
tíntin,tín2tin0
tintíru,tin0tí2ru0
tíntu,tín2tu0
tintúra,tin0tú2ra0
tinúq,ti0núq1
tínuq,tí2nuq0
tínuq,tí2nuq0
katinúan,ka0ti0nú2qan0
tinúr,ti0núr1
tinúryu,ti0núr2yu0
tinuqtinúq,ti0nuq0ti0núq1
tinutuwá,ti0nu0tu0wá1
tinúud,ti0nú2qud0
tinyaplába,tin0yap0lá2ba0
tinyínti,tin0yín2ti0
típ,típ1
típ,típ1
típ,típ1
tipák,ti0pák1
tipaká,ti0pa0ká1
tipakáq,ti0pa0káq1
tipálqu,ti0pál2qu0
tipanú,ti0pa0nú1
tipás,ti0pás1
hitipás,hi0ti0pás1
hatipás,ha0ti0pás1
tipasánan,ti0pa0sá2nan0
tilipásan,ti0li0pá2san0
tipásan,ti0pá2san0
tipasák,ti0pa0sák1
tipasáw,ti0pa0sáw1
tipasíq,ti0pa0síq1
tipasiún,ti0pa0si0qún
tipáy,ti0páy1
panipáy,pa0ni0páy1
típdas,típ2das0
típdas,típ2das0
típiq,tí2piq0
típig,tí2pig0
tinipígan,ti0ni0pí2gan0
tipiganán,ti0pi0ga0nán1
tipík,ti0pík1
katipík,ka0ti0pík1
tipíyu,ti0pí2yu0
típlas,típ2las0
patíplas,pa0típ2las0
tipmísyur,tip0mís2yur0
tipríkurd,tip0rí2kur0
típsiŋ,típ2siŋ0
tinípsiŋ,ti0níp2siŋ0
típtip,típ2tip0
típu,tí2pu0
tipuhán,ti0pu0hán1
típu,tí2pu0
típu,tí2pu0
típuq,tí2puq0
tipúan,ti0pú2qan0
tipúgquk,ti0púg2quk0
tipúk,ti0púk1
tipúknul,ti0púk2nul0
tipúksul,ti0púk2sul0
tipukúq,ti0pu0kúq1
tipúkqul,ti0púk2qul0
tipúli,ti0pú2li0
tipúlu,ti0pú2lu0
típun,tí2pun0
tipuntipún,ti0pun0ti0pún1
tinípun,ti0ní2pun0
katípun,ka0tí2pun0
katipúnan,ka0ti0pú2nan0
katipuníru,ka0ti0pu0ní2ru0
panagtípun,pa0nag0tí2pun0
tipúnqug,ti0pún2qug0
típus,tí2pus0
tipúsa,ti0pú2sa0
tipúsu,ti0pú2su0
baláy,ba0láy1
tipúy,ti0púy1
panipúy,pa0ni0púy1
típyas,típ2yas0
tíra,tí2ra0
tiráda,ti0rá2da0
tiradúr,ti0ra0dúr1
paníra,pa0ní2ra0
tirána,ti0rá2na0
tiránti,ti0rán2ti0
tirár,ti0rár1
tíras,tí2ras0
tirása,ti0rá2sa0
tirasís,ti0ra0sís1
tiratíra,ti0ra0tí2ra0
tírbis,tír2bis0
panírbis,pa0nír2bis0
tirbistírbis,tir0bis0tír2bis0
tirbisíya,tir0bi0sí2ya0
tírdrap,qírdrap0
tiríbli,ti0ríb2li0
tiriktirík,ti0rik0ti0rík1
tirírit,ti0rí2rit0
tíris,tí2ris0
tiritúryu,ti0ri0túr2yu0
tirminá,tir0mi0ná1
tirminál,tir0mi0nál1
tirminál,tir0mi0nál1
tirminalís,tir0mi0na0lís1
tirminár,tir0mi0nár1
tirminít,tir0mi0nít1
tirminú,tir0mi0nú1
tirmumítru,tir0mu0mít2ru0
tírmus,tír2mus0
tírnu,tír2nu0
tirsíra,tir0sí2ra0
tirsíru,tir0sí2ru0
tirsiyú,tir0si0yú1
tirsiyupílu,tir0si0yu0pí2lu0
tírtin,tír2tin0
tíru,tí2ru0
paníru,pa0ní2ru0
tíruŋ,tí2ruŋ0
tiruŋán,ti0ru0ŋán1
Tiruráy,Ti0ru0ráy1
tirurísmu,ti0ru0rís2mu0
tirús,ti0rús1
tirúti,ti0rú2ti0
tís,tís1
tís,tís1
tísaq,tí2saq0
tísaq,tí2saq0
tísaq,tí2saq0
tisár,ti0sár1
tísas,tí2sas0
tisás,ti0sás1
tisáy,ti0sáy1
tisikú,ti0si0kú1
tísirt,tí2sir0
tísis,tí2sis0
tisisún,ti0si0sún1
tísis,tí2sis0
tískug,tís2kug0
tískwir,qískwir0
tíslaŋ,tís2laŋ0
tislaúb,tis0la0qúb
tisláub,tis0lá2qub0
tíslub,tís2lub0
tíslup,tís2lup0
tísŋiq,tís2ŋiq0
tispípar,tis0pí2par0
tíst,tís1
tistamíntu,tis0ta0mín2tu0
tístǎr,tís1
tistígus,tis0tí2gus0
tistimúnyu,tis0ti0mún2yu0
tístiŋ,tís2tiŋ0
tístir,tís2tir0
tístis,tís2tis0
tistisán,tis0ti0sán1
matistísun,ma0tis0tí2sun0
tistisáy,tis0ti0sáy1
tistisánay,tis0ti0sá2nay0
panístis,pa0nís2tis0
tísu,tí2su0
tisúk,ti0súk1
tisún,ti0sún1
tisuríra,ti0su0rí2ra0
tisuriríya,ti0su0ri0rí2ya0
tisuríru,ti0su0rí2ru0
tisúy,ti0súy1
tísyirt,tís2yir0
títa,tí2ta0
titatíta,ti0ta0tí2ta0
titanús,ti0ta0nús1
títhi,tít2hi0
títi,tí2ti0
titíq,ti0tíq1
títiq,tí2tiq0
títiq,tí2tiq0
títiq,tí2tiq0
tíqtiq,tíq2tiq0
katiqtiún,ka0tiq0ti0qún
títik,tí2tik0
panítik,pa0ní2tik0
katitíkan,ka0ti0tí2kan0
titíp,ti0típ1
títip,tí2tip0
títit,tí2tit0
títs,tít1
títs,tít1
títsir,tít2sir0
títu,tí2tu0
tituláda,ti0tu0lá2da0
tituládu,ti0tu0lá2du0
titulú,ti0tu0lú1
titurún,ti0tu0rún1
tiudtiúd,ti0qiud0ti0qúd
tíug,tí2qug0
baniúg,ba0ni0qúg
tiúk,ti0qúk
tíun,tí2qun0
tiúnay,ti0qiúqay0
tiúruk,ti0qiúquk0
hitíuruk,hi0tíqíuquk0
hatíuruk,ha0tíqíuquk0
tiúrus,ti0qiúqus0
tiúsqus,ti0qiúsqus0
tiwáŋwaŋ,ti0wáŋ2waŋ0
tiwás,ti0wás1
patiwás,pa0ti0wás1
tíwsan,tíw2san0
tíwtiw,tíw2tiw0
tiwtiwán,tiw0ti0wán1
tíwtiw,tíw2tiw0
tiyáq,ti0yáq1
tíyaq,tí2yaq0
tiyán,ti0yán1
tíyan,tí2yan0
tiyánun,ti0yá2nun0
tiyúq,ti0yúq1
tíyuq,tí2yuq0
tĺ,t0
tliŋ,liŋ0
trabáhu,ra0bá2hu0
trabahadúr,ra0ba0ha0dúr1
trabahadúra,ra0ba0ha0dú2ra0
trabahánti,ra0ba0hán2ti0
trabilíŋ,ra0bi0líŋ1
trabisíya,ra0bi0sí2ya0
trabúŋku,ra0búŋ2ku0
tradisiyún,ra0di0si0yún1
tráha,rá2ha0
tráhi,rá2hi0
trahidiyá,ra0hi0di0yá1
trák,rák1
trákiŋ,rá2kiŋ0
tráktur,rák2tur0
traktúra,rak0tú2ra0
trakúma,ra0kú2ma0
trambíya,ram0bí2ya0
trambútsu,ram0bút2su0
trámpas,rám2pas0
trámpit,rám2pit0
trampitír,ram0pi0tír1
tráŋka,ráŋ2ka0
traŋkahán,raŋ0ka0hán1
traŋkádu,raŋ0ká2du0
traŋkásu,raŋ0ká2su0
transaksiyún,ran0sak0si0yún1
transístur,ran0sís2tur0
tránskrip,nsk0rip0
transmísyun,qans0mís2yun0
tránsmit,qánsmit0
transmítir,qans0mí2tir0
transpigurasiyún,qans0pi0gu0ra0si0yún1
tránspir,qánspir0
transpúrmir,qans0púr2mir0
transpurtasiyún,qans0pur0ta0si0yún1
transpúrti,qans0púr2ti0
trantádu,ran0tá2du0
trapál,ra0pál1
trápik,rá2pik0
trapikú,ra0pi0kú1
trápu,rá2pu0
trapú,ra0pú1
panrápu,pan0rá2pu0
tráski,rás2ki0
traspirí,ras0pi0rí1
traspirír,ras0pi0rír1
traspúrti,ras0púr2ti0
tratádu,ra0tá2du0
tratár,ra0tár1
tratamyíntu,ra0tam0yín2tu0
trátsi,rát2si0
trátu,rá2tu0
tratú,ra0tú1
panrátu,pan0rá2tu0
managtrátu,ma0qagt0rá2tu0
panagtrátu,pa0qagt0rá2tu0
tráyal,rá2yal0
trayáŋgul,ra0yáŋ2gul0
trayaŋgulú,ra0yaŋ0gu0lú1
trayínta,ra0yín2ta0
trayintáydus,ra0yin0táy2dus0
trayintayqútsu,ra0yin0tay0qút2su0
trayír,ra0yír1
traydǔr,ray0
traysikúl,ray0si0kúl1
tráyu,rá2yu0
tríbu,rí2bu0
tribukár,ri0bu0kár1
tribunál,ri0bu0nál1
tribusún,ri0bu0sún1
tridayminsiyún,ri0day0min0si0yún1
trídqin,ríd2qin0
trígu,rí2gu0
trím,rím1
trimístral,ri0qístral0
trimístri,ri0qístri0
trín,rín1
trín,rín1
tríni,rí2ni0
trínir,rí2nir0
tríŋka,ríŋ2ka0
trínsas,rín2sas0
trinsíras,rin0sí2ras0
trip,rip0
tripílya,ri0píl2ya0
tripílyas,ri0píl2yas0
triplikádu,rip0li0ká2du0
tríplit,ríp2lit0
tripulánti,ri0pu0lán2ti0
trís,rís1
trisqadús,ris0qa0dús1
trisqidús,ris0qi0dús1
trisáy,ri0sáy1
trisún,ri0sún1
tagtrís,qagt0rís1
tagtrisún,qagt0ri0sún1
trisahiyú,ri0sa0hi0yú1
trísi,rí2si0
trisíklu,ri0sík2lu0
trisikulú,ri0si0ku0lú1
trisipílu,ri0si0pí2lu0
trísir,rí2sir0
trísti,rís2ti0
trisuríra,ri0su0rí2ra0
triyaŋgulú,ri0yaŋ0gu0lú1
tríyu,rí2yu0
tríyu,rí2yu0
trubinayís,ru0bi0na0yís1
trubináyus,ru0bi0ná2yus0
trúbul,rú2bul0
trúkis,rú2kis0
trúliŋ,rú2liŋ0
trúmbun,rúm2bun0
trúmpa,rúm2pa0
trúmpit,rúm2pit0
trumpíta,rum0pí2ta0
trumpíti,rum0pí2ti0
trúnsal,rún2sal0
trúnu,rú2nu0
trúpa,rú2pa0
trúpi,rú2pi0
trupí,ru0pí1
trupikú,ru0pi0kú1
trupíya,ru0pí2ya0
trupiyú,ru0pi0yú1
trúsu,rú2su0
manunurúsu,ma0nu0nu0rú2su0
panurúsu,pa0nu0rú2su0
tsá,sá1
tsaríra,sa0rí2ra0
tsalíku,sa0lí2ku0
tsalít,sa0lít1
tsámba,sám2ba0
tsampáka,sam0pá2ka0
tsampiyún,sam0pi0yún1
tsampurádu,sam0pu0rá2du0
tsámpuy,sám2puy0
tsáns,sán1
tsánsiŋ,sán2siŋ0
tsápa,sá2pa0
tsapirún,sa0pi0rún1
tsáplin,sáp2lin0
tsápstik,qápstik0
tsápsuy,sáp2suy0
tsáptir,sáp2tir0
tsárdyiŋ,qárdyiŋ0
tsaríra,sa0rí2ra0
tsarlístun,sar0lís2tun0
tsármiŋ,sár2miŋ0
patsármiŋ,pat0sár2miŋ0
tsarmiŋún,sar0mi0ŋún1
tsart,sar0
tsarúl,sa0rúl1
tsátsa,sát2sa0
tsátsuy,sát2suy0
tsáw,sáw1
tsáwu,sá2wu0
tsaynamút,say0na0mút1
tsáynis,sáy2nis0
tsi,si0
tsiq,siq0
tsík,sík1
tsík,sík1
tsík,sík1
tsikáq,si0káq1
tsikaláq,si0ka0láq1
tsíkqap,sík2qap0
tsikqawút,sik0qa0wút1
tsíki,sí2ki0
tsíkin,sí2kin0
tsíkin,sí2kin0
tsíkin,sí2kin0
tsíkqin,sík2qin0
tsikiníni,si0ki0ní2ni0
tsíkir,sí2kir0
tsíkir,sí2kir0
tsíkird,sí2kir0
tsikitílya,si0ki0tíl2ya0
tsikú,si0kú1
tsíku,sí2ku0
tsikú,si0kú1
tsíkus,sí2kus0
tsikút,si0kút1
tsimaníya,si0ma0ní2ya0
Tsína,sí2na0
tsíndyiŋ,qíndyiŋ0
tsinílas,si0ní2las0
tsíniŋ,sí2niŋ0
tsínu,sí2nu0
tsíp,síp1
tsip,sip0
tsipí,si0pí1
tsipún,si0pún1
tsíris,sí2ris0
tsírman,sír2man0
tsís,sís1
tsísir,sí2sir0
tsís,sís1
tsís,sís1
tsísmis,sís2mis0
tsismúsa,sis0mú2sa0
tsismúsu,sis0mú2su0
tsítsaq,sít2saq0
tsíqtsaq,qíqtsaq0
tsitsiríka,sit0si0rí2ka0
tsitsiríyas,sit0si0rí2yas0
tsḱ,0
tsu,su0
tsuq,suq0
tsug,sug0
tsuk,suk0
tsúk,súk1
katsúk,kat0súk1
tsúk,súk1
tsúkir,sú2kir0
tsúktsuk,qúktsuk0
tsukuláti,su0ku0lá2ti0
tsukulít,su0ku0lít1
katsukuláti,kat0su0ku0lá2ti0
tsulítas,su0lí2tas0
tsúŋgu,súŋ2gu0
tsup,sup0
tsupáq,su0páq1
tsupír,su0pír1
tsupún,su0pún1
tsúra,sú2ra0
tsurísu,su0rí2su0
tsuwíŋgam,su0wíŋ2gam0
tsúwit,sú2wit0
tsuy,suy0
tsúy,súy1
tú,tú1
tú,tú1
tú,tú1
tú,tú1
túa,tú2qa0
tuáb,tu0qáb
túab,tú2qab0
tuágsik,tu0quágqik0
tuák,tu0qák
tuaktúak,tu0quak0tú2qak0
tuáli,tu0quáqi0
tuálya,tu0quálqa0
tuáŋ,tu0qáŋ
tuaŋtúaŋ,tu0quaŋ0tú2qaŋ0
tuáruk,tu0quáquk0
tuásik,tu0quáqik0
tinuásik,ti0nu0quáqik0
tuáw,tu0qáw
tuáy,tu0qáy
túba,tú2ba0
tubatubá,tu0ba0tu0bá1
tubáq,tu0báq1
panubáq,pa0nu0báq1
katúbaq,ka0tú2baq0
tubaán,tu0ba0qán
hinubáq,hi0nu0báq1
hinúbaq,hi0nú2baq0
tubaún,tu0ba0qún
tubáq,tu0báq1
tubág,tu0bág1
úyun,yun0
étc.,0
panubág,pa0nu0bág1
tubagtubág,tu0bag0tu0bág1
matubagtubagún,ma0tu0bag0tu0ba0gún1
tubagtúbag,tu0bag0tú2bag0
tinubágay,ti0nu0bá2gay0
tinubagán,ti0nu0ba0gán1
tulubágun,tu0lu0bá2gun0
tubás,tu0bás1
túbqas,túb2qas0
túbaw,tú2baw0
túbay,tú2bay0
matubáyun,ma0tu0bá2yun0
túbig,tú2big0
tubíg,tu0bíg1
panubíg,pa0nu0bíg1
hinúbig,hi0nú2big0
hinubigán,hi0nu0bi0gán1
patubíg,pa0tu0bíg1
tubígnun,tu0bíg2nun0
tubigtubíg,tu0big0tu0bíg1
tubigtúbig,tu0big0tú2big0
tubigtubigán,tu0big0tu0bi0gán1
túbil,tú2bil0
tubitubí,tu0bi0tu0bí1
tubiqtubíq,tu0biq0tu0bíq1
tubiltubíl,tu0bil0tu0bíl1
matubitubiún,ma0tu0bi0tu0bi0qún
tubitubiún,tu0bi0tu0bi0qún
túblag,túb2lag0
túbli,túb2li0
panúbli,pa0núb2li0
tinublíhan,ti0nub0lí2han0
túbluk,túb2luk0
túbtub,túb2tub0
túbtub,túb2tub0
tubú,tu0bú1
panubú,pa0nu0bú1
katúbhan,ka0túb2han0
túbu,tú2bu0
túbuq,tú2buq0
patúbuq,pa0tú2buq0
pinatúbuq,pi0na0tú2buq0
tinubúan,ti0nu0bú2qan0
tinubuán,ti0nu0bu0qán
tubuqtúbuq,tu0buq0tú2buq0
halinúbqun,ha0li0núb2qun0
túbuq,tú2buq0
tubúd,tu0búd1
patubúd,pa0tu0búd1
tuburán,tu0bu0rán1
tinúbdan,ti0núb2dan0
tubúg,tu0búg1
tubúk,tu0búk1
túbuk,tú2buk0
tubúl,tu0búl1
tubúŋ,tu0búŋ1
tubús,tu0bús1
katubsánan,ka0tub0sá2nan0
manunubús,ma0nu0nu0bús1
túbqus,túb2qus0
túbuy,tú2buy0
túda,tú2da0
patúda,pa0tú2da0
túdqan,túd2qan0
túdas,tú2das0
panúdas,pa0nú2das0
tudastúdas,tu0das0tú2das0
tudasán,tu0da0sán1
tudasáy,tu0da0sáy1
túdkan,túd2kan0
túdliŋ,túd2liŋ0
túdlis,túd2lis0
túdluq,túd2luq0
tudluqtúdluq,tud0luq0túd2luq0
tinúdluq,ti0núd2luq0
katudluán,ka0tud0lu0qán
magtutúdluq,mag0tu0túd2luq0
túdluk,túd2luk0
túdlus,túd2lus0
túdtud,túd2tud0
tudúk,tu0dúk1
tudulukyíri,tu0du0luk0yí2ri0
túdus,tú2dus0
túdus,tú2dus0
tudútut,tu0dú2tut0
túdyuk,túd2yuk0
tugá,tu0gá1
patugá,pa0tu0gá1
magpatugatugá,mag0pa0tu0ga0tu0gá1
túga,tú2ga0
túga,tú2ga0
túgqab,túg2qab0
tugábaŋ,tu0gá2baŋ0
tugábuŋ,tu0gá2buŋ0
tugahálaq,tu0ga0há2laq0
tugáhuk,tu0gá2huk0
túgal,tú2gal0
tugálbuŋ,tu0gál2buŋ0
tugálhab,tu0gál2hab0
túgan,tú2gan0
túgqan,túg2qan0
tugás,tu0gás1
tugastugás,tu0gas0tu0gás1
tugasúb,tu0ga0súb1
tugásub,tu0gá2sub0
tugáuk,tu0gá2quk0
tugáw,tu0gáw1
tugbábaw,tug0bá2baw0
patugbábaw,pa0tug0bá2baw0
túgbaŋ,túg2baŋ0
katúgbaŋ,ka0túg2baŋ0
túgbaw,túg2baw0
matugbáwun,ma0tug0bá2wun0
túgbuq,túg2buq0
túgbuŋ,túg2buŋ0
túgdaq,túg2daq0
túgdan,túg2dan0
túgdaŋ,túg2daŋ0
túgduk,túg2duk0
túgdun,túg2dun0
tugdunanán,tug0du0na0nán1
túghaŋ,túg2haŋ0
túghaw,túg2haw0
túghuq,túg2huq0
túghuk,túg2huk0
túghuk,túg2huk0
túghuŋ,túg2huŋ0
tinúghuŋ,ti0núg2huŋ0
túghuy,túg2huy0
túgkad,túg2kad0
tugkarán,tug0ka0rán1
tulugkárun,tu0lug0ká2run0
tugkalán,tug0ka0lán1
túgkay,túg2kay0
tugmadán,tug0ma0dán1
túgnaq,túg2naq0
túgnaw,túg2naw0
katúgnaw,ka0túg2naw0
panúgnaw,pa0núg2naw0
tiŋtúgnaw,tiŋ0túg2naw0
túgnub,túg2nub0
túgnus,túg2nus0
tiŋtúgnus,tiŋ0túg2nus0
túgpa,túg2pa0
tugpahánan,tug0pa0há2nan0
túgpuq,túg2puq0
túgpuq,túg2puq0
túgsad,túg2sad0
túgsaw,túg2saw0
túgsuk,túg2suk0
túgsuy,túg2suy0
túgtug,túg2tug0
manunúgtug,ma0nu0núg2tug0
tugúb,tu0gúb1
túgqud,túg2qud0
túgun,tú2gun0
panúgun,pa0nú2gun0
túgut,tú2gut0
tugút,tu0gút1
túgqut,túg2qut0
túgway,túg2way0
tugwayanán,tug0wa0ya0nán1
manunúgway,ma0nu0núg2way0
túgyan,túg2yan0
tinugyanán,ti0nug0ya0nán1
túhab,tú2hab0
tuháb,tu0háb1
tinuhában,ti0nu0há2ban0
tinuhabán,ti0nu0ha0bán1
tuhák,tu0hák1
tuluhakán,tu0lu0ha0kán1
tuháw,tu0háw1
tuháy,tu0háy1
tuhí,tu0hí1
tuhíb,tu0híb1
túhib,tú2hib0
tinuhíban,ti0nu0hí2ban0
tuhík,tu0hík1
túhik,tú2hik0
manuhík,ma0nu0hík1
tuhíl,tu0híl1
tuhú,tu0hú1
tuhúq,tu0húq1
tuhúd,tu0húd1
túhud,tú2hud0
tuhúd,tu0húd1
tagatuhúd,ta0ga0tu0húd1
túhug,tú2hug0
tuhúg,tu0húg1
tuhugtúhug,tu0hug0tú2hug0
tuhugán,tu0hu0gán1
tuhuktuhúk,tu0huk0tu0húk1
tuhúp,tu0húp1
matuhúpun,ma0tu0hú2pun0
túhus,tú2hus0
tuhúy,tu0húy1
túig,tú2qig0
tuigtúig,tu0quig0tú2qig0
tinuíg,ti0nu0qíg
katuígan,ka0tu0quíqan0
panuíg,pa0nu0qíg
panuígun,pa0nu0quíqun0
panuigún,pa0nu0qui0qún
tuís,tu0qís
kapaláran,ka0pa0lá2ran0
túk,túk1
túk,túk1
tukáq,tu0káq1
tukáq,tu0káq1
patukáq,pa0tu0káq1
túkab,tú2kab0
túkqab,túk2qab0
tukabtukáb,tu0kab0tu0káb1
tukád,tu0kád1
tukadúr,tu0ka0dúr1
panukadúr,pa0nu0ka0dúr1
tukág,tu0kág1
túkag,tú2kag0
tukál,tu0kál1
tukaltukál,tu0kal0tu0kál1
tukámud,tu0ká2mud0
tukáŋ,tu0káŋ1
tukár,tu0kár1
patukár,pa0tu0kár1
tukarúl,tu0ka0rúl1
tukás,tu0kás1
tukáw,tu0káw1
tukáw,tu0káw1
tukáw,tu0káw1
tukáya,tu0ká2ya0
tukáyu,tu0ká2yu0
tukayú,tu0ka0yú1
túkbil,túk2bil0
tulukbílun,tu0luk0bí2lun0
tulubilún,tu0lu0bi0lún1
túkbuq,túk2buq0
túkbuy,túk2buy0
túkdab,túk2dab0
túkdug,túk2dug0
túkgaw,túk2gaw0
túkhi,túk2hi0
túkhiq,túk2hiq0
panúkhi,pa0núk2hi0
tukíq,tu0kíq1
matukíun,ma0tu0kí2qun0
túkib,tú2kib0
tulukíbun,tu0lu0kí2bun0
tukíg,tu0kíg1
tukíkaq,tu0kí2kaq0
tukikíq,tu0ki0kíq1
tukíqkiq,tu0kíq2kiq0
túkis,tú2kis0
túklaŋ,túk2laŋ0
panúklaŋ,pa0núk2laŋ0
túklas,túk2las0
túkliq,túk2liq0
túkliŋ,túk2liŋ0
túklid,túk2lid0
túkluq,túk2luq0
túklud,túk2lud0
túkluŋ,túk2luŋ0
túklus,túk2lus0
panúklus,pa0núk2lus0
túkmaq,túk2maq0
hitúkmaq,hi0túk2maq0
hatúkmaq,ha0túk2maq0
pahitúkmaq,pa0hi0túk2maq0
tinukmaán,ti0nuk0ma0qán
túkmu,túk2mu0
túkmud,túk2mud0
tinúkmud,ti0núk2mud0
túknul,túk2nul0
túkpaw,túk2paw0
tukpawtúkpaw,tuk0paw0túk2paw0
túksiq,túk2siq0
túksu,túk2su0
túksuq,túk2suq0
tuktugáuk,tuk0tu0gá2quk0
túktuk,túk2tuk0
patúktuk,pa0túk2tuk0
túktuk,túk2tuk0
hinúktuk,hi0núk2tuk0
túktuk,túk2tuk0
túktur,túk2tur0
tukú,tu0kú1
panukú,pa0nu0kú1
tukúq,tu0kúq1
tukúb,tu0kúb1
tukbunún,tuk0bu0nún1
manunúkub,ma0nu0nú2kub0
túkud,tú2kud0
tukúd,tu0kúd1
tagtukúd,tag0tu0kúd1
katukúran,ka0tu0kú2ran0
magtutúkud,mag0tu0tú2kud0
patukuránan,pa0tu0ku0rá2nan0
tukudtúkud,tu0kud0tú2kud0
tinukudtúkud,ti0nu0kud0tú2kud0
panúkud,pa0nú2kud0
túkud,tú2kud0
tukúd,tu0kúd1
túkud,tú2kud0
tukúg,tu0kúg1
túkug,tú2kug0
tukúl,tu0kúl1
tukúl,tu0kúl1
panukúl,pa0nu0kúl1
tukún,tu0kún1
tukúŋ,tu0kúŋ1
tukúŋ,tu0kúŋ1
túkquŋ,túk2quŋ0
túkuy,tú2kuy0
tukúy,tu0kúy1
túkwa,túk2wa0
túkwaŋ,túk2waŋ0
túkwaŋ,túk2waŋ0
túkway,túk2way0
túl,túl1
tulá,tu0lá1
túla,tú2la0
tinúla,ti0nú2la0
tuláq,tu0láq1
tulábhuq,tu0láb2huq0
tulábuŋ,tu0lá2buŋ0
túlag,tú2lag0
tulák,tu0lák1
túlak,tú2lak0
tigtulák,tig0tu0lák1
tulákhaŋ,tu0lák2haŋ0
tulakíq,tu0la0kíq1
tulákiq,tu0lá2kiq0
tulakíg,tu0la0kíg1
tulalá,tu0la0lá1
tulála,tu0lá2la0
túlqan,túl2qan0
tulándus,tu0lán2dus0
tulápus,tu0lá2pus0
túlas,tú2las0
tulawúg,tu0la0wúg1
tuláy,tu0láy1
túlay,tú2lay0
túlbuk,túl2buk0
túlbuŋ,túl2buŋ0
túlda,túl2da0
panúlda,pa0núl2da0
túliq,tú2liq0
tulíq,tu0líq1
manunúliq,ma0nu0nú2liq0
tulibág,tu0li0bág1
tulibágbag,tu0li0bág2bag0
túlqid,túl2qid0
katulqíran,ka0tul0qí2ran0
tulílik,tu0lí2lik0
tulilikáy,tu0li0li0káy1
tulímbaŋ,tu0lím2baŋ0
túlin,tú2lin0
patúlin,pa0tú2lin0
tulíndaw,tu0lín2daw0
tulíŋan,tu0lí2ŋan0
tulíŋiq,tu0lí2ŋiq0
tulíŋig,tu0lí2ŋig0
tuliŋíq,tu0li0ŋíq1
tulípsay,tu0líp2say0
tulípsay,tu0líp2say0
túlis,tú2lis0
panúlis,pa0nú2lis0
tulisán,tu0li0sán1
tulisanís,tu0li0sa0nís1
tulísuk,tu0lí2suk0
matulisukún,ma0tu0li0su0kún1
tulitúl,tu0li0túl1
tulítul,tu0lí2tul0
tulíyuk,tu0lí2yuk0
túlmaq,túl2maq0
túlpuk,túl2puk0
tulpuktúlpuk,tul0puk0túl2puk0
túltug,túl2tug0
túltul,túl2tul0
hinúltul,hi0núl2tul0
tulú,tu0lú1
tutulú,tu0tu0lú1
ikatulú,ka0tu0lú1
katulú,ka0tu0lú1
makatulú,ma0ka0tu0lú1
tinulú,ti0nu0lú1
katluán,kat0lu0qán
tinulutulú,ti0nu0lu0tu0lú1
tagtúlu,tag0tú2lu0
tagtulú,tag0tu0lú1
tagútlu,ta0gút2lu0
túluq,tú2luq0
tulúq,tu0lúq1
patúluq,pa0tú2luq0
tinúluq,ti0nú2luq0
tulúd,tu0lúd1
tuludtúlud,tu0lud0tú2lud0
túlug,tú2lug0
tulúg,tu0lúg1
katúlug,ka0tú2lug0
pakatúlug,pa0ka0tú2lug0
hikatulúg,hi0ka0tu0lúg1
hakatulúg,ha0ka0tu0lúg1
pakulukatulúg,pa0ku0lu0ka0tu0lúg1
patulugtúlug,pa0tu0lug0tú2lug0
túgan,tú2gan0
hinúgan,hi0nú2gan0
katulúgun,ka0tu0lú2gun0
kinatulúg,ki0na0tu0lúg1
kinatúlgan,ki0na0túl2gan0
katulganán,ka0tul0ga0nán1
katulugún,ka0tu0lu0gún1
katúlgun,ka0túl2gun0
hiŋatulugún,hi0ŋa0tu0lu0gún1
hiŋatúlgun,hi0ŋa0túl2gun0
matulúg,ma0tu0lúg1
matulúgun,ma0tu0lú2gun0
tulugtulúg,tu0lug0tu0lúg1
