_id,head,normalized_head
6164,búya,buya
6165,búya,buya
6166,buyag,buyag
6167,buyag sa túbig,buyag sa tubig
6168,puyra buyag,puyra buyag
6169,pabuyag,pabuyag
6170,buyagan,buyagan
6171,buluyagun,buluyagun
6172,buyagan,buyagan
6173,buyang,buyang
6174,buyang-ang,buyang-ang
6175,buyangyang,buyangyang
6176,buyasyas,buyasyas
6177,buybuy,buybuy
6178,pamuybuy,pamuybuy
6179,buybuyan,buybuyan
6180,buyinggit,buyinggit
6181,buykutíyu,buykutiyu
6182,buylas,buylas
6183,hibuylas,hibuylas
6184,himulylas,himulylas
6185,buylu,buylu
6186,tinabuylu,tinabuylu
6187,buylug,buylug
6188,hibuylug,hibuylug
6189,habuylug,habuylug
6190,tabuylug,tabuylug
6191,buyna,buyna
6192,buyna mánu,buyna manu
6193,nutsi buyna,nutsi buyna
6194,buynas,buynas
6195,buynas díyas,buynas diyas
6196,nutsis,nutsis
6197,dibunyas,dibunyas
6198,buynu,buynu
6199,buyprind,buyprind
6200,buysit,buysit
6201,buyu,buyu
6202,buyù,buyu
6203,búyù,buyu
6204,búyud,buyud
6205,buy-ud,buy-ud
6206,buyug,buyug
6207,buyugun,buyugun
6208,buyug,buyug
6209,búyuk,buyuk
6210,buyukan,buyukan
6211,binúyuk,binuyuk
6212,búyuk,buyuk
6213,buy-uk,buy-uk
6214,buyun,buyun
6215,búyun,buyun
6216,buy-un,buy-un
6217,buyung,buyung
6218,búyung,buyung
6219,búyut,buyut
6220,bwabuwa,bwabuwa
6221,bwágas,bwagas
6222,bwáhan,bwahan
6223,bwáhat,bwahat
6224,bwanbúwan,bwanbuwan
6225,bwáus,bwaus
6226,bwi-,bwi-
6227,bwilta,bwilta
6228,bwiltabwilta,bwiltabwilta
6229,idabwilta,idabwilta
6230,bwinggit,bwinggit
6231,byábas,byabas
6232,byáhi,byahi
6233,byahian,byahian
6234,byahidur,byahidur
6235,byakrúsis,byakrusis
6236,byamban,byamban
6237,byanggas,byanggas
6238,byanggasun,byanggasun
6239,byantì,byanti
6240,byásung,byasung
6241,byáta,byata
6242,byatiku,byatiku
6243,byatilis,byatilis
6244,byátu,byatu
6245,byinbinída,byinbinida
6246,byinbinída parti,byinbinida parti
6247,byínis,byinis
6248,byintus,byintus
6249,byirnis,byirnis
6250,byú,byu
6251,way byú,way byu
6252,pabyú,pabyu
6253,byúda,byuda
6254,byúda nga búhì,byuda nga buhi
6255,byúdu,byudu
6256,byúdung búhì,byudung buhi
6257,byugul,byugul
6258,byúgul,byugul
6259,byulin,byulin
6260,byulíta,byulita
6261,byumbu,byumbu
6262,byúti parlur,byuti parlur
6263,byúuk,byuuk
6264,byúus,byuus
6265,da,da
6266,da man,da man
6267,dá,da
6268,dà,da
6269,dâ,da
6270,daabdaab,daabdaab
6271,dáan,daan
6272,Dáan Nga Túgun,daan nga tugun
6273,bag-ung dáan,bag-ung daan
6274,dáan pa [subject],daan pa [subject]
6275,pasidaan,pasidaan
6276,kadáan,kadaan
6277,karáan,karaan
6278,karáan nga gantang,karaan nga gantang
6279,karáan nga kansiyun,karaan nga kansiyun
6280,kinaraan,kinaraan
6281,pangaráan,pangaraan
6282,daánà,daana
6283,daáni,daani
6284,dáat,daat
6285,daay,daay
6286,dába,daba
6287,dabahan,dabahan
6288,dabdab,dabdab
6289,dabdabun,dabdabun
6290,dabudabu,dabudabu
6291,dabudábu,dabudabu
6292,dábuk,dabuk
6293,dabuk,dabuk
6294,dabukan,dabukan
6295,dábuk,dabuk
6296,dabuk,dabuk
6297,dabul bid,dabul bid
6298,dabung,dabung
6299,dádi,dadi
6300,dága,daga
6301,punta dága,punta daga
6302,dága,daga
6303,dagà,daga
6304,dagáang,dagaang
6305,dinagáang,dinagaang
6306,dagabdab,dagabdab
6307,dagabdabun,dagabdabun
6308,dagáhay,dagahay
6309,dagámi,dagami
6310,dágan,dagan
6311,dagánas,daganas
6312,dagandang,dagandang
6313,dagang,dagang
6314,dagangan,dagangan
6315,dágang,dagang
6316,magdadágan,magdadagan
6317,dagangdang,dagangdang
6318,dagasdas,dagasdas
6319,dagasdas,dagasdas
6320,dágat,dagat
6321,dagat,dagat
6322,panágat,panagat
6323,dinágat,dinagat
6324,dinagat,dinagat
6325,mananagat,mananagat
6326,pinanágatan,pinanagatan
6327,dumágat,dumagat
6328,dagatun,dagatun
6329,dágatnun,dagatnun
6330,dagaw,dagaw
6331,dinagaw,dinagaw
6332,dagáyà,dagaya
6333,kadagáyà,kadagaya
6334,padagáyà,padagaya
6335,dagayday,dagayday
6336,dagdag,dagdag
6337,tingdagdag,tingdagdag
6338,daghan,daghan
6339,daghanan,daghanan
6340,gidaghanun,gidaghanun
6341,kadaghanan,kadaghanan
6342,karaghánan,karaghanan
6343,makadaghan,makadaghan
6344,kadaghan,kadaghan
6345,dumadaghan,dumadaghan
6346,daghung,daghung
6347,dagil,dagil
6348,daging,daging
6349,dagínut,daginut
6350,daginutan,daginutan
6351,daginutan ug sulti,daginutan ug sulti
6352,dinagínut,dinaginut
6353,madaginútun,madaginutun
6354,daginutun,daginutun
6355,daginutun ang bulsa,daginutun ang bulsa
6356,dágir,dagir
6357,dágit,dagit
6358,mananagit,mananagit
6359,pinadágit,pinadagit
6360,dagítab,dagitab
6361,dagitabnun,dagitabnun
6362,dagkut,dagkut
6363,dagkutay,dagkutay
6364,dumalagkut,dumalagkut
6365,dumadagkut,dumadagkut
6366,dagmà,dagma
6367,dagmal,dagmal
6368,dagmalan,dagmalan
6369,madagmalun,madagmalun
6370,dagmuk,dagmuk
6371,dagnay,dagnay
6372,dagpak,dagpak
6373,dagpak sa pamilya,dagpak sa pamilya
6374,dagpǎk,dagpak
6375,dagpǎk sa pamilya,dagpak sa pamilya
6376,dagpal,dagpal
6377,dagpal,dagpal
6378,dagpas,dagpas
6379,dagpas sa abug,dagpas sa abug
6380,dagpì,dagpi
6381,dagpì timù,dagpi timu
6382,dinagpì,dinagpi
6383,mananagpì,mananagpi
6384,dagsà,dagsa
6385,dumalagsà,dumalagsa
6386,dumagsà,dumagsa
6387,dagsang,dagsang
6388,padagsang,padagsang
6389,dagsay,dagsay
6390,dagtum,dagtum
6391,dagubdub,dagubdub
6392,dagúhub,daguhub
6393,dagúhung,daguhung
6394,dagukduk,dagukduk
6395,panagukduk,panagukduk
6396,dagukdukan,dagukdukan
6397,dagul,dagul
6398,dágum,dagum
6399,dinágum,dinagum
6400,alpilir dinágum,alpilir dinagum
6401,dag-um,dag-um
6402,dag-um ang lángit,dag-um ang langit
6403,dagun,dagun
6404,dagundagun,dagundagun
6405,dagundun,dagundun
6406,dagundun,dagundun
6407,dagundung,dagundung
6408,dagungdung,dagungdung
6409,dágut,dagut
6410,dagúuk,daguuk
6411,dinagúuk,dinaguuk
6412,dagway,dagway
6413,dagway táwu,dagway tawu
6414,dagway ug,dagway ug
6415,dagwayan,dagwayan
6416,kadagway,kadagway
6417,panagway,panagway
6418,dagyaw,dagyaw
6419,dahan,dahan
6420,madahan nga,madahan nga
6421,madahan ug,madahan ug
6422,padahan,padahan
6423,dahay,dahay
6424,dáhig,dahig
6425,dahik,dahik
6426,dahil,dahil
6427,dahilì,dahili
6428,dahilì humay,dahili humay
6429,dahílì,dahili
6430,dahilug,dahilug
6431,dahílug,dahilug
6432,dahílus,dahilus
6433,dahinggay,dahinggay
6434,dahiraw,dahiraw
6435,dahis,dahis
6436,dahug,dahug
6437,dahugun,dahugun
6438,dáhug,dahug
6439,dahugan,dahugan
6440,dahul,dahul
6441,dahuldahul,dahuldahul
6442,dahúlug,dahulug
6443,dahum,dahum
6444,panahum,panahum
6445,dáhun,dahun
6446,dáhun ug lagpad,dahun ug lagpad
6447,dáhun tubu,dahun tubu
6448,dáhun sa,dahun sa
6449,ug tubu,ug tubu
6450,dahun,dahun
6451,panáhun,panahun
6452,dahundahun,dahundahun
6453,dináhun,dinahun
6454,dinahun,dinahun
6455,kadáhunan,kadahunan
6456,dahúnug,dahunug
6457,dáhup,dahup
6458,dahut,dahut
6459,dahúyag,dahuyag
6460,dáig,daig
6461,daig,daig
6462,dáik,daik
6463,dail,dail
6464,dailun,dailun
6465,daílus,dailus
6466,daít,dait
6467,madaítun,madaitun
6468,makigdaítun,makigdaitun
6469,panagdaít,panagdait
6470,panagdaitay,panagdaitay
6471,daitul,daitul
6472,daítul,daitul
6473,daiya,daiya
6474,kadaiya,kadaiya
6475,dak,dak
6476,dakaldakal,dakaldakal
6477,dakaldakalun,dakaldakalun
6478,dakan,dakan
6479,dakbálay,dakbalay
6480,dakbayan,dakbayan
6481,padakbayan,padakbayan
6482,kadakbayánan,kadakbayanan
6483,dakbayánun,dakbayanun
6484,dakbut,dakbut
6485,dakdak,dakdak
6486,dakdak ulan,dakdak ulan
6487,dakdakan,dakdakan
6488,dakdákan,dakdakan
6489,dakinas,dakinas
6490,dakin-as,dakin-as
6491,dákit,dakit
6492,daklap,daklap
6493,daklit,daklit
6494,dakrun,dakrun
6495,daktil,daktil
6496,daktul,daktul
6497,daktul ug nawung,daktul ug nawung
6498,dumadaktul,dumadaktul
6499,dakù,daku
6500,dakù ug anínu,daku ug aninu
6501,dakù ug bàbà,daku ug baba
6502,dakù ang dágat,daku ang dagat
6503,dakù nga kábaw,daku nga kabaw
6504,dakù nga mamsà,daku nga mamsa
6505,dakù nga táwu,daku nga tawu
6506,dakù nga tái,daku nga tai
6507,adlaw nga dakù,adlaw nga daku
6508,dakù ang hunàhúnà,daku ang hunahuna
6509,dakù ang tingúhà,daku ang tinguha
6510,usa ka dakù,usa ka daku
6511,dakù nga,daku nga
6512,dakù ang atay,daku ang atay
6513,úlu,ulu
6514,padakù,padaku
6515,dakùdákù,dakudaku
6516,dakúan,dakuan
6517,dakúay,dakuay
6518,dagkù,dagku
6519,panagkù,panagku
6520,kadagkúan,kadagkuan
6521,dinagkù,dinagku
6522,dumalagkù,dumalagku
6523,dumalagkuun,dumalagkuun
6524,gidak-un,gidak-un
6525,kadak-an,kadak-an
6526,kinadak-an,kinadak-an
6527,manákù,manaku
6528,tagdákù,tagdaku
6529,tagmanákù,tagmanaku
6530,dakul,dakul
6531,dakuldákul,dakuldakul
6532,dákun,dakun
6533,dakung,dakung
6534,dakup,dakup
6535,dákup,dakup
6536,dinakup,dinakup
6537,dinakpan,dinakpan
6538,mananakup,mananakup
6539,dakupdákup,dakupdakup
6540,dakpánay,dakpanay
6541,dakúyung,dakuyung
6542,dakyup,dakyup
6543,dál,dal
6544,dala,dala
6545,dala ug hílas,dala ug hilas
6546,dala sa pagkatáwu,dala sa pagkatawu
6547,dála,dala
6548,daladála,daladala
6549,padala,padala
6550,dumála,dumala
6551,kadumaláhan,kadumalahan
6552,dumaláhan,dumalahan
6553,dinála,dinala
6554,dinad-an,dinad-an
6555,dinalhan,dinalhan
6556,dalad-unun,dalad-unun
6557,dad-unun,dad-unun
6558,dalhunun,dalhunun
6559,dalag,dalag
6560,madalag,madalag
6561,dalag,dalag
6562,dalága,dalaga
6563,panalága,panalaga
6564,hinalaga,hinalaga
6565,kadalagáhan,kadalagahan
6566,dumalága,dumalaga
6567,dalagíta,dalagita
6568,dalaginding,dalaginding
6569,dalága,dalaga
6570,tudlù dalága,tudlu dalaga
6571,dalágan,dalagan
6572,dalágan sa hitabù,dalagan sa hitabu
6573,dalagan,dalagan
6574,padalágan,padalagan
6575,padalagan sa dágang,padalagan sa dagang
6576,pinadalágan,pinadalagan
6577,tagdalágan,tagdalagan
6578,daláganan,dalaganan
6579,dinalaganay,dinalaganay
6580,talidalágan,talidalagan
6581,dalagangdang,dalagangdang
6582,daláhig,dalahig
6583,dalahik,dalahik
6584,dalakit,dalakit
6585,dálam,dalam
6586,dalambà,dalamba
6587,dálan,dalan
6588,hátag ug dálan,hatag ug dalan
6589,sindalan,sindalan
6590,dalángin,dalangin
6591,dálap,dalap
6592,dalapúgan,dalapugan
6593,dalaput,dalaput
6594,dálar,dalar
6595,dalaurà,dalaura
6596,daláyig,dalayig
6597,gidaláyig,gidalayig
6598,padaláyig,padalayig
6599,magdadaláyig,magdadalayig
6600,daygun,daygun
6601,panaláyig,panalayig
6602,dinaygúnan,dinaygunan
6603,mananaygun,mananaygun
6604,daldag,daldag
6605,daldal,daldal
6606,daldalira,daldalira
6607,daldaliru,daldaliru
6608,dalhap,dalhap
6609,dalhig,dalhig
6610,dalhug,dalhug
6611,dáli,dali
6612,dalì,dali
6613,dalìdalì,dalidali
6614,dinalìdalì,dinalidali
6615,madalìdalíun,madalidaliun
6616,dalìdálì,dalidali
6617,hinanálì,hinanali
6618,dinalian,dinalian
6619,kadalì,kadali
6620,dalì,dali
6621,dalid,dalid
6622,dalidáli,dalidali
6623,daligdig,daligdig
6624,dalikdik,dalikdik
6625,dalikyat,dalikyat
6626,dalílang,dalilang
6627,dalin-as,dalin-as
6628,dalinúan,dalinuan
6629,dalínug,dalinug
6630,dalipanus,dalipanus
6631,dalipánus,dalipanus
6632,dalipsang,dalipsang
6633,dalipsù,dalipsu
6634,dalipsut síhì,dalipsut sihi
6635,dalipunga,dalipunga
6636,dalipungà,dalipunga
6637,dalísay,dalisay
6638,dalispang,dalispang
6639,dalispù,dalispu
6640,dálit,dalit
6641,dalítik,dalitik
6642,dalius-us,dalius-us
6643,dalù,dalu
6644,dálù,dalu
6645,kadalùdalù,kadaludalu
6646,daludalu,daludalu
6647,dalugdug,dalugdug
6648,daluk-an,daluk-an
6649,dálum,dalum
6650,dalundalun,dalundalun
6651,dalundun,dalundun
6652,dalungdung,dalungdung
6653,dalunggan,dalunggan
6654,dalúpang,dalupang
6655,dalúpang ginting,dalupang ginting
6656,dalúpang kukhan,dalupang kukhan
6657,dalupápa,dalupapa
6658,dalupúgan,dalupugan
6659,dal-us,dal-us
6660,dal-usan,dal-usan
6661,dal-usanan,dal-usanan
6662,dalus-us,dalus-us
6663,dalus-usan,dalus-usan
6664,daluyduy,daluyduy
6665,dalwak,dalwak
6666,dalyang,dalyang
6667,dam,dam
6668,dáma,dama
6669,dáma hwána,dama hwana
6670,damahan,damahan
6671,dáma,dama
6672,dáma,dama
6673,dama,dama
6674,damahan,damahan
6675,dáma dinutsi,dama dinutsi
6676,dámag,damag
6677,gidámag,gidamag
6678,dámag,damag
6679,dam-ag,dam-ag
6680,damagan,damagan
6681,damagan,damagan
6682,damahwána,damahwana
6683,damak,damak
6684,daman,daman
6685,damandaman,damandaman
6686,padamandáman,padamandaman
6687,daman,daman
6688,dámas,damas
6689,dambà,damba
6690,dambil,dambil
6691,damgu,damgu
6692,madamgúhun,madamguhun
6693,damhuy,damhuy
6694,dámids,damids
6695,damig,damig
6696,damikà,damika
6697,damíkà,damika
6698,damili,damili
6699,damlag,damlag
6700,ugmà damlag,ugma damlag
6701,dampilas,dampilas
6702,dampiyas,dampiyas
6703,dampug,dampug
6704,damput,damput
6705,damput,damput
6706,dampuug,dampuug
6707,damù,damu
6708,dámù,damu
6709,dámù,damu
6710,dam-ug,dam-ug
6711,dam-uk,dam-uk
6712,damulmug,damulmug
6713,damulug,damulug
6714,dámung,damung
6715,damurhaw,damurhaw
6716,damúsing,damusing
6717,dam-ut,dam-ut
6718,panam-ut,panam-ut
6719,damyang,damyang
6720,padamyang,padamyang
6721,damyu,damyu
6722,dan,dan
6723,dán,dan
6724,dánag,danag
6725,dan-ag,dan-ag
6726,danakit,danakit
6727,dánas,danas
6728,danasdánas,danasdanas
6729,dánaw,danaw
6730,danaw,danaw
6731,danay,danay
6732,danga,danga
6733,dangàdangà,dangadanga
6734,dangàdángà,dangadanga
6735,dangag,dangag
6736,dángan,dangan
6737,dángan,dangan
6738,dangarag,dangarag
6739,dangarang,dangarang
6740,dangas,dangas
6741,dangas,dangas
6742,dángas,dangas
6743,dangás,dangas
6744,dángat,dangat
6745,padángat,padangat
6746,dadangátan,dadangatan
6747,dángaw,dangaw
6748,dangawdangaw,dangawdangaw
6749,dangay,dangay
6750,dángay,dangay
6751,dangdang,dangdang
6752,danggà,dangga
6753,danggà,dangga
6754,danggas,danggas
6755,danggit,danggit
6756,dinanggit,dinanggit
6757,danghag,danghag
6758,danghal,danghal
6759,danghalan,danghalan
6760,danghili,danghili
6761,dangílag,dangilag
6762,dangili,dangili
6763,dangka,dangka
6764,dangkalan,dangkalan
6765,dangkit,dangkit
6766,dangkúlus,dangkulus
6767,danglas,danglas
6768,danglay,danglay
6769,danglug,danglug
6770,padanglug,padanglug
6771,dangput,dangput
6772,dangs,dangs
6773,dangug,dangug
6774,dángug,dangug
6775,dangulngul,dangulngul
6776,dangup,dangup
6777,danguynguy,danguynguy
6778,dani,dani
6779,madaníhun,madanihun
6780,danlak,danlak
6781,danlug,danlug
6782,dansbul,dansbul
6783,dansir,dansir
6784,dansuy,dansuy
6785,danug,danug
6786,dan-uk,dan-uk
6787,danyus,danyus
6788,danyus piruhisyus,danyus piruhisyus
6789,dáp,dap
6790,dapà,dapa
6791,dapà,dapa
6792,dapà,dapa
6793,way dapà,way dapa
6794,dap-ag,dap-ag
6795,dapak,dapak
6796,dápak,dapak
6797,dápal,dapal
6798,dapal,dapal
6799,dapaldapal,dapaldapal
6800,dap-as,dap-as
6801,dap-as,dap-as
6802,dap-as sa kapáyas,dap-as sa kapayas
6803,dápat,dapat
6804,walay dápat,walay dapat
6805,dapat,dapat
6806,igdadápat,igdadapat
6807,dápaw,dapaw
6808,dapawdapaw,dapawdapaw
6809,dápawun,dapawun
6810,dápaw,dapaw
6811,dapay,dapay
6812,dapdap,dapdap
6813,dapì,dapi
6814,dapìdapì,dapidapi
6815,dápig,dapig
6816,kadápig,kadapig
6817,dumadapig,dumadapig
6818,dumalapig,dumalapig
6819,dap-ig,dap-ig
6820,dapigas,dapigas
6821,dapilus,dapilus
6822,dapílus,dapilus
6823,dápit,dapit
6824,dapit,dapit
6825,padapit,padapit
6826,hinápit,hinapit
6827,dinápit,dinapit
6828,magdadapit,magdadapit
6829,mananapit,mananapit
6830,dapíyas,dapiyas
6831,dapíyu,dapiyu
6832,daplà,dapla
6833,daplak,daplak
6834,daplas,daplas
6835,daplay,daplay
6836,daplin,daplin
6837,walay laing daplin,walay laing daplin
6838,padaplin,padaplin
6839,daplus,daplus
6840,dapsut,dapsut
6841,dapu,dapu
6842,dapù,dapu
6843,dápu,dapu
6844,dápù,dapu
6845,dapug,dapug
6846,dapúgan,dapugan
6847,dapug,dapug
6848,dápug,dapug
6849,dapúgan,dapugan
6850,dápul,dapul
6851,panápul,panapul
6852,dapulíru,dapuliru
6853,dapúlas,dapulas
6854,dapya,dapya
6855,dapyas,dapyas
6856,darámi,darami
6857,dariyut,dariyut
6858,darling,darling
6859,dáru,daru
6860,daru,daru
6861,magdadaru,magdadaru
6862,daruhan,daruhan
6863,igdadaru,igdadaru
6864,igdalaru,igdalaru
6865,darudaru,darudaru
6866,das,das
6867,dasà,dasa
6868,dasag,dasag
6869,das-ag,das-ag
6870,dasdas,dasdas
6871,dásig,dasig
6872,magdadásig,magdadasig
6873,kadásig,kadasig
6874,madásigun,madasigun
6875,dasigdásig,dasigdasig
6876,dasmag,dasmag
6877,dasngag,dasngag
6878,dasngag,dasngag
6879,daspan,daspan
6880,dastir,dastir
6881,das-ug,das-ug
6882,dasuk,dasuk
6883,dásuk,dasuk
6884,dasun,dasun
6885,dasundasun,dasundasun
6886,dáta,data
6887,datadáta,datadata
6888,dáta,data
6889,walay dáta,walay data
6890,datag,datag
6891,kadatagan,kadatagan
6892,dáti,dati
6893,dáting,dating
6894,datslan,datslan
6895,dátu,datu
6896,dátù,datu
6897,dátù,datu
6898,tudlù dátù,tudlu datu
6899,dinátù,dinatu
6900,dat-ug,dat-ug
6901,dat-ul,dat-ul
6902,dat-ulan,dat-ulan
6903,dátum,datum
6904,datung,datung
6905,datung,datung
6906,dátus,datus
6907,dau,dau
6908,dáub,daub
6909,daub,daub
6910,daubanan,daubanan
6911,daug,daug
6912,dag-un pa,dag-un pa
6913,daug pa,daug pa
6914,dáug,daug
6915,daugdáug,daugdaug
6916,madaugdaúgun,madaugdaugun
6917,daugan,daugan
6918,dag-an,dag-an
6919,dag-anan,dag-anan
6920,kadaúgan,kadaugan
6921,mananáug,mananaug
6922,madaúgun,madaugun
6923,dumadáug,dumadaug
6924,dag-unun ug lamas,dag-unun ug lamas
6925,dául,daul
6926,dáup,daup
6927,daurà,daura
6928,daúrus,daurus
6929,daus-us,daus-us
6930,dáut,daut
6931,ang dáut,ang daut
6932,dáut ang buut,daut ang buut
6933,panday dáut,panday daut
6934,daut,daut
6935,dautdáut,dautdaut
6936,aláut,alaut
6937,dautan,dautan
6938,dinautan,dinautan
6939,hináut,hinaut
6940,himaráut,himaraut
6941,himuláut,himulaut
6942,igdadáut,igdadaut
6943,igdaláut,igdalaut
6944,kadáut,kadaut
6945,kadáutan,kadautan
6946,magdadaut,magdadaut
6947,magdalaut,magdalaut
6948,pangdáut,pangdaut
6949,panday pangdáut,panday pangdaut
6950,daw,daw
6951,daw [adjective,daw [adjective
6952,verb],verb]
6953,dáwa,dawa
6954,dawadáwa,dawadawa
6955,dawal,dawal
6956,dáwat,dawat
6957,dawat,dawat
6958,dawatdáwat,dawatdawat
6959,hinawat,hinawat
6960,dawdaw,dawdaw
6961,dawdaw,dawdaw
6962,dawhug,dawhug
6963,dáwi,dawi
6964,dawi,dawi
6965,dawin,dawin
6966,dinawin,dinawin
6967,dawíraw,dawiraw
6968,dawpang,dawpang
6969,dawu-,dawu-
6970,dáwun,dawun
6971,dáwun,dawun
6972,dawuntawun,dawuntawun
6973,dawuntawun ikspris,dawuntawun ikspris
6974,day,day
6975,day-a,day-a
6976,dayabítis,dayabitis
6977,dayag,dayag
6978,dayag na lang,dayag na lang
6979,pasundáyag,pasundayag
6980,pasundáyagan,pasundayagan
6981,padayag,padayag
6982,pinadayag,pinadayag
6983,dinayganay,dinayganay
6984,madinaygánun,madinayganun
6985,dayagnus,dayagnus
6986,dayagram,dayagram
6987,dáyak,dayak
6988,dáyal,dayal
6989,dáyal tun,dayal tun
6990,dayalug,dayalug
6991,dayalugu,dayalugu
6992,dayamanti,dayamanti
6993,dayamitru,dayamitru
6994,dayamun,dayamun
6995,dayan,dayan
6996,dayandáyan,dayandayan
6997,dayána,dayana
6998,dáyang,dayang
6999,dáyap,dayap
7000,dayapir,dayapir
7001,dayari,dayari
7002,dayaríya,dayariya
7003,day-as,day-as
7004,dáyaw,dayaw
7005,dayban,dayban
7006,dayday,dayday
7007,padayday,padayday
7008,panayday,panayday
7009,daydayan,daydayan
7010,daydáyan,daydayan
7011,daygun,daygun
7012,dayhag,dayhag
7013,dayhagan,dayhagan
7014,dayhagun,dayhagun
7015,dayhard,dayhard
7016,dáyib,dayib
7017,dáyig,dayig
7018,dáyik,dayik
7019,dáyis,dayis
7020,dáyisir,dayisir
7021,dayis-ul,dayis-ul
7022,dáyit,dayit
7023,daylang,daylang
7024,daynámu,daynamu
7025,daysik,daysik
7026,day-u,day-u
7027,dayugdug,dayugdug
7028,dayuk,dayuk
7029,dáyun,dayun
7030,pútung dáyun,putung dayun
7031,sa dáyun [gen.] nga [verb base],sa dayun [gen.] nga [verb base]
7032,dayun,dayun
7033,padáyun,padayun
7034,hinayun,hinayun
7035,hanayun,hanayun
7036,gilayun,gilayun
7037,dináyun,dinayun
7038,pútung dináyun,putung dinayun
7039,dumaláyun,dumalayun
7040,kadáyunan,kadayunan
7041,dáyung,dayung
7042,dáyung ug túig,dayung ug tuig
7043,dayungan,dayungan
7044,kadáyung,kadayung
7045,dayungyung,dayungyung
7046,Dga.,dga.
7047,di,di
7048,dì,di
7049,di-,di-
7050,dikampanilya,dikampanilya
7051,abugádu dikampanilya,abugadu dikampanilya
7052,dikumbáti nga parul,dikumbati nga parul
7053,sugà,suga
7054,día,dia
7055,diadtu,diadtu
7056,dialta,dialta
7057,dialtamar,dialtamar
7058,diánà,diana
7059,diáni,diani
7060,diay,diay
7061,diay ba,diay ba
7062,ísà,isa
7063,úsà pa diay,usa pa diay
7064,díbal,dibal
7065,dibaldi,dibaldi
7066,díban,diban
7067,dibáti,dibati
7068,dibátista,dibatista
7069,dibaydibay,dibaydibay
7070,dibaydir,dibaydir
7071,dibayid,dibayid
7072,dibidind,dibidind
7073,dibidindu,dibidindu
7074,dibílap,dibilap
7075,dibilapir,dibilapir
7076,dibílup,dibilup
7077,dibirsiyun,dibirsiyun
7078,dibisiyun,dibisiyun
7079,dibisyun,dibisyun
7080,dibítir,dibitir
7081,dibu,dibu
7082,dibúhu,dibuhu
7083,dibuhista,dibuhista
7084,dibultu,dibultu
7085,dibumba,dibumba
7086,dibursiyáda,dibursiyada
7087,dibursiyádu,dibursiyadu
7088,dibursiyu,dibursiyu
7089,dibusiyun,dibusiyun
7090,dibutanti,dibutanti
7091,dibútu,dibutu
7092,dibútus,dibutus
7093,dibuynas,dibuynas
7094,didak,didak
7095,didaksiyun,didaksiyun
7096,didal,didal
7097,didbul,didbul
7098,dídi,didi
7099,dìdì,didi
7100,didikisyun,didikisyun
7101,didikit,didikit
7102,didiyut,didiyut
7103,didlayin,didlayin
7104,didtu,didtu
7105,didtu nga [noun]-a,didtu nga [noun]-a
7106,didtuy,didtuy
7107,diduksiyun,diduksiyun
7108,didúsu,didusu
7109,díga,diga
7110,dig-ab,dig-ab
7111,digámu,digamu
7112,dinigámu,dinigamu
7113,digása,digasa
7114,digastu,digastu
7115,digkit,digkit
7116,digmì,digmi
7117,dignidad,dignidad
7118,dígù,digu
7119,digù,digu
7120,way digù,way digu
7121,díguun,diguun
7122,dígum,digum
7123,digwà,digwa
7124,digwat,digwat
7125,digyas,digyas
7126,digyù,digyu
7127,dumigyù,dumigyu
7128,digyut,digyut
7129,dihà,diha
7130,kumusta ka dihà,kumusta ka diha
7131,sábà dihà,saba diha
7132,dihà nga [noun]-a,diha nga [noun]-a
